year,origin_region,origin,students
2001,Caribbean,"Trinidad and Tobago",Other
2001,Caribbean,"Trinidad and Tobago",Undergraduate
2001,Caribbean,"Turks and Caicos",Graduate
2001,Caribbean,"Turks and Caicos",Other
2001,Caribbean,"Turks and Caicos",Undergraduate
2001,"Central Africa",Cameroon,Graduate
2001,"Central Africa",Cameroon,Other
2001,"Central Africa",Cameroon,Undergraduate
2001,"Central Africa","Central Africa, Unspecified",Graduate
2001,"Central Africa","Central Africa, Unspecified",Other
2001,"Central Africa","Central Africa, Unspecified",Undergraduate
2001,"Central Africa","Central African Republic",Graduate
2001,"Central Africa","Central African Republic",Other
2001,"Central Africa","Central African Republic",Undergraduate
2001,"Central Africa",Chad,Graduate
2001,"Central Africa",Chad,Other
2001,"Central Africa",Chad,Undergraduate
2001,"Central Africa","Congo, Dem. Rep. of the (Kinshasa)",Graduate
2001,"Central Africa","Congo, Dem. Rep. of the (Kinshasa)",Other
2001,"Central Africa","Congo, Dem. Rep. of the (Kinshasa)",Undergraduate
2001,"Central Africa","Congo, Republic of the (Brazzaville)",Graduate
2001,"Central Africa","Congo, Republic of the (Brazzaville)",Other
2001,"Central Africa","Congo, Republic of the (Brazzaville)",Undergraduate
2001,"Central Africa","Equatorial Guinea",Graduate
2001,"Central Africa","Equatorial Guinea",Other
2001,"Central Africa","Equatorial Guinea",Undergraduate
2001,"Central Africa",Gabon,Graduate
2001,"Central Africa",Gabon,Other
2001,"Central Africa",Gabon,Undergraduate
2001,"Central Africa","SÃ£o TomÃ© and PrÃ­ncipe",Graduate
2001,"Central Africa","SÃ£o TomÃ© and PrÃ­ncipe",Other
2001,"Central Africa","SÃ£o TomÃ© and PrÃ­ncipe",Undergraduate
2001,"East Africa",Burundi,Graduate
2001,"East Africa",Burundi,Other
2001,"East Africa",Burundi,Undergraduate
2001,"East Africa",Djibouti,Graduate
2001,"East Africa",Djibouti,Other
2001,"East Africa",Djibouti,Undergraduate
2001,"East Africa","East Africa, Unspecified",Graduate
2001,"East Africa","East Africa, Unspecified",Other
2001,"East Africa","East Africa, Unspecified",Undergraduate
2001,"East Africa",Eritrea,Graduate
2001,"East Africa",Eritrea,Other
2001,"East Africa",Eritrea,Undergraduate
2001,"East Africa",Ethiopia,Graduate
2001,"East Africa",Ethiopia,Other
2001,"East Africa",Ethiopia,Undergraduate
2001,"East Africa",Kenya,Graduate
2001,"East Africa",Kenya,Other
2001,"East Africa",Kenya,Undergraduate
2001,"East Africa",Rwanda,Graduate
2001,"East Africa",Rwanda,Other
2001,"East Africa",Rwanda,Undergraduate
2001,"East Africa",Seychelles,Graduate
2001,"East Africa",Seychelles,Other
2001,"East Africa",Seychelles,Undergraduate
2001,"East Africa",Somalia,Graduate
2001,"East Africa",Somalia,Other
2001,"East Africa",Somalia,Undergraduate
2001,"East Africa",Sudan,Graduate
2001,"East Africa",Sudan,Other
2001,"East Africa",Sudan,Undergraduate
2001,"East Africa",Tanzania,Graduate
2001,"East Africa",Tanzania,Other
2001,"East Africa",Tanzania,Undergraduate
2001,"East Africa",Uganda,Graduate
2001,"East Africa",Uganda,Other
2001,"East Africa",Uganda,Undergraduate
2001,"East Asia",China,Graduate
2001,"East Asia",China,Other
2001,"East Asia",China,Undergraduate
2001,"East Asia","East Asia, Unspecified",Graduate
2001,"East Asia","East Asia, Unspecified",Other
2001,"East Asia","East Asia, Unspecified",Undergraduate
2001,"East Asia","Hong Kong",Graduate
2001,"East Asia","Hong Kong",Other
2001,"East Asia","Hong Kong",Undergraduate
2001,"East Asia",Japan,Graduate
2001,"East Asia",Japan,Other
2001,"East Asia",Japan,Undergraduate
2001,"East Asia",Macau,Graduate
2001,"East Asia",Macau,Other
2001,"East Asia",Macau,Undergraduate
2001,"East Asia",Mongolia,Graduate
2001,"East Asia",Mongolia,Other
2001,"East Asia",Mongolia,Undergraduate
2001,"East Asia","North Korea",Graduate
2001,"East Asia","North Korea",Other
2001,"East Asia","North Korea",Undergraduate
2001,"East Asia","South Korea",Graduate
2001,"East Asia","South Korea",Other
2001,"East Asia","South Korea",Undergraduate
2001,"East Asia",Taiwan,Graduate
2001,"East Asia",Taiwan,Other
2001,"East Asia",Taiwan,Undergraduate
2001,Europe,Albania,Graduate
2001,Europe,Albania,Other
2001,Europe,Albania,Undergraduate
2001,Europe,Andorra,Graduate
2001,Europe,Andorra,Other
2001,Europe,Andorra,Undergraduate
2001,Europe,Armenia,Graduate
2001,Europe,Armenia,Other
2001,Europe,Armenia,Undergraduate
2001,Europe,Austria,Graduate
2001,Europe,Austria,Other
2001,Europe,Austria,Undergraduate
2001,Europe,Azerbaijan,Graduate
2001,Europe,Azerbaijan,Other
2001,Europe,Azerbaijan,Undergraduate
2001,Europe,Belarus,Graduate
2001,Europe,Belarus,Other
2001,Europe,Belarus,Undergraduate
2001,Europe,Belgium,Graduate
2001,Europe,Belgium,Other
2001,Europe,Belgium,Undergraduate
2001,Europe,"Bosnia and Herzegovina",Graduate
2001,Europe,"Bosnia and Herzegovina",Other
2001,Europe,"Bosnia and Herzegovina",Undergraduate
2001,Europe,Bulgaria,Graduate
2001,Europe,Bulgaria,Other
2001,Europe,Bulgaria,Undergraduate
2001,Europe,Croatia,Graduate
2001,Europe,Croatia,Other
2001,Europe,Croatia,Undergraduate
2001,Europe,Cyprus,Graduate
2001,Europe,Cyprus,Other
2001,Europe,Cyprus,Undergraduate
2001,Europe,"Czechia/Czech Republic",Graduate
2001,Europe,"Czechia/Czech Republic",Other
2001,Europe,"Czechia/Czech Republic",Undergraduate
2001,Europe,"Czechoslovakia, Former",Graduate
2001,Europe,"Czechoslovakia, Former",Other
2001,Europe,"Czechoslovakia, Former",Undergraduate
2001,Europe,Denmark,Graduate
2001,Europe,Denmark,Other
2001,Europe,Denmark,Undergraduate
2001,Europe,Estonia,Graduate
2001,Europe,Estonia,Other
2001,Europe,Estonia,Undergraduate
2001,Europe,"Europe, Unspecified",Graduate
2001,Europe,"Europe, Unspecified",Other
2001,Europe,"Europe, Unspecified",Undergraduate
2001,Europe,Finland,Graduate
2001,Europe,Finland,Other
2001,Europe,Finland,Undergraduate
2001,Europe,France,Graduate
2001,Europe,France,Other
2001,Europe,France,Undergraduate
2001,Europe,Georgia,Graduate
2001,Europe,Georgia,Other
2001,Europe,Georgia,Undergraduate
2001,Europe,Germany,Graduate
2001,Europe,Germany,Other
2001,Europe,Germany,Undergraduate
2001,Europe,Gibraltar,Graduate
2001,Europe,Gibraltar,Other
2001,Europe,Gibraltar,Undergraduate
2001,Europe,Greece,Graduate
2001,Europe,Greece,Other
2001,Europe,Greece,Undergraduate
2001,Europe,"Holy See",Graduate
2001,Europe,"Holy See",Other
2001,Europe,"Holy See",Undergraduate
2001,Europe,Hungary,Graduate
2001,Europe,Hungary,Other
2001,Europe,Hungary,Undergraduate
2001,Europe,Iceland,Graduate
2001,Europe,Iceland,Other
2001,Europe,Iceland,Undergraduate
2001,Europe,Ireland,Graduate
2001,Europe,Ireland,Other
2001,Europe,Ireland,Undergraduate
2001,Europe,Italy,Graduate
2001,Europe,Italy,Other
2001,Europe,Italy,Undergraduate
2001,Europe,Kosovo,Graduate
2001,Europe,Kosovo,Other
2001,Europe,Kosovo,Undergraduate
2001,Europe,Latvia,Graduate
2001,Europe,Latvia,Other
2001,Europe,Latvia,Undergraduate
2001,Europe,Liechtenstein,Graduate
2001,Europe,Liechtenstein,Other
2001,Europe,Liechtenstein,Undergraduate
2001,Europe,Lithuania,Graduate
2001,Europe,Lithuania,Other
2001,Europe,Lithuania,Undergraduate
2001,Europe,Luxembourg,Graduate
2001,Europe,Luxembourg,Other
2001,Europe,Luxembourg,Undergraduate
2001,Europe,Malta,Graduate
2001,Europe,Malta,Other
2001,Europe,Malta,Undergraduate
2001,Europe,Moldova,Graduate
2001,Europe,Moldova,Other
2001,Europe,Moldova,Undergraduate
2001,Europe,Monaco,Graduate
2001,Europe,Monaco,Other
2001,Europe,Monaco,Undergraduate
2001,Europe,Netherlands,Graduate
2001,Europe,Netherlands,Other
2001,Europe,Netherlands,Undergraduate
2001,Europe,"North Macedonia",Graduate
2001,Europe,"North Macedonia",Other
2001,Europe,"North Macedonia",Undergraduate
2001,Europe,Norway,Graduate
2001,Europe,Norway,Other
2001,Europe,Norway,Undergraduate
2001,Europe,Poland,Graduate
2001,Europe,Poland,Other
2001,Europe,Poland,Undergraduate
2001,Europe,Portugal,Graduate
